# paddle number | source location (cm) | time resolution (ps) | time resoltuion error (ps)
16	40.94		393.141		4.89925
16	42.19		383.12		4.82709
16	43.424		386.423		4.79298
16	47.106		346.897		4.98829
16	50.084		320.526		5.22047
16	53.062		302.189		5.51165
16	56.04		289.609		6.34257
16	59.018		270.313		8.04725
17	8.682		372.942		4.30731
17	16.575		393.102		4.48347
17	24.467		400.878		4.88894
17	32.36		405.138		4.43866
17	40.94		378.594		4.4053
17	42.19		376.556		4.53196
17	43.424		367.323		4.88555
17	47.106		339.866		5.13933
17	50.084		320.179		5.164
17	53.062		296.446		5.52148
17	56.04		280.36		5.75996
17	59.018		264.341		7.4733
18	8.682		383.994		4.345
18	16.575		390.916		4.46247
18	24.467		396.044		4.3599
18	32.36		392.619		4.41982
18	40.94		373.045		4.35595
18	42.19		361.027		4.37923
18	43.424		347.585		4.46838
18	47.106		332.633		5.25953
18	50.084		306.547		5.91303
18	53.062		289.747		6.0836
18	56.04		259.786		6.36901
18	59.018		264.655		10.8676
19	8.682		385.838		4.53728
19	16.575		400.414		4.45913
19	24.467		415.064		4.92866
19	32.36		421.398		4.67955
19	40.94		390.629		4.78971
19	42.19		382.76		4.79029
19	43.424		366.931		4.9393
19	47.106		352.116		5.19817
19	50.084		328.016		5.66856
19	53.062		299.958		5.60254
19	56.04		298.858		6.83766
19	59.018		277.944		9.34874
20	8.682		365.471		4.09966
20	16.575		400.247		4.49917
20	24.467		401.659		4.63988
20	32.36		409.022		4.60563
20	40.94		393.931		4.568
20	42.19		377.705		4.96084
20	43.424		370.324		4.61216
20	47.106		341.449		4.93835
20	50.084		325.279		5.32643
20	53.062		292.671		5.84583
20	56.04		287.838		6.09831
20	59.018		276.647		7.67618
21	8.682		374.461		4.28002
21	16.575		395.981		4.50188
21	24.467		408.735		4.72681
21	32.36		401.584		4.39102
21	40.94		370.582		4.50863
21	42.19		380.081		4.71
21	43.424		362.514		4.94785
21	47.106		353.036		5.48507
21	50.084		316.36		5.26438
21	53.062		294.594		5.61503
21	56.04		286.985		6.84485
21	59.018		267.562		8.33803
22	8.682		365.8		4.04479
22	16.575		388.242		4.10913
22	24.467		399.466		4.39306
22	32.36		391.775		4.243
22	40.94		377.236		4.5151
22	42.19		365.094		4.21567
22	43.424		364.613		4.93763
22	47.106		321.816		4.89304
22	50.084		313.436		5.53936
22	53.062		280.343		5.75066
22	56.04		275.635		6.18488
22	59.018		253.737		8.21946
23	8.682		372.25		4.03581
23	16.575		389.248		4.10898
23	24.467		399.764		4.32287
23	32.36		390.787		4.649
23	40.94		377.699		4.66958
23	42.19		365.149		4.51385
23	43.424		349.094		4.53097
23	47.106		332.556		4.98088
23	50.084		308.483		5.12015
23	53.062		277.628		5.14362
23	56.04		263.67		6.8145
23	59.018		268.996		8.93013
24	8.682		372.41		4.15223
24	16.575		381.588		4.29841
24	24.467		404.611		4.31285
24	32.36		397.735		4.36243
24	40.94		381.717		4.37322
24	42.19		369.412		4.58709
24	43.424		366.449		4.63911
24	47.106		329.949		4.5215
24	50.084		313.509		4.97553
24	53.062		293.686		5.70499
24	56.04		270.414		5.86147
24	59.018		258.421		7.3443
25	8.682		379.208		4.2476
25	16.575		397.073		4.31353
25	24.467		398.956		4.50189
25	32.36		396.672		4.26212
25	40.94		370.313		4.34323
25	42.19		367.703		4.74732
25	43.424		361.721		4.91278
25	47.106		321.104		4.89498
25	50.084		315.134		5.39979
25	53.062		295.535		6.06811
25	56.04		260.971		6.64816
25	59.018		259.512		8.18376
26	8.682		378.007		4.29521
26	16.575		396.518		4.35273
26	24.467		404.164		4.45583
26	32.36		402.758		4.62713
26	40.94		377.847		4.5555
26	42.19		375.66		4.74055
26	43.424		367.747		5.12882
26	47.106		331.006		5.08955
26	50.084		309.97		5.77693
26	53.062		301.762		6.3336
26	56.04		290.591		7.81712
26	59.018		257.015		9.14921
27	8.682		366.708		4.27593
27	16.575		385.542		4.50002
27	24.467		400.94		4.75833
27	32.36		403.182		4.9922
27	40.94		388.846		4.67195
27	42.19		383.528		4.47476
27	43.424		374.535		4.79841
27	47.106		343.063		5.18186
27	50.084		315.818		5.33431
27	53.062		298.889		5.9338
27	56.04		279.608		6.18984
27	59.018		279.086		10.0183
28	8.682		366.631		4.21078
28	16.575		392.021		4.4495
28	24.467		405.193		4.52789
28	32.36		392.141		4.34104
28	40.94		380.015		4.56234
28	42.19		375.785		4.73778
28	43.424		372.059		4.68297
28	47.106		328.386		4.66997
28	50.084		307.827		5.20778
28	53.062		300.82		5.62771
28	56.04		283.131		6.56805
28	59.018		270.586		8.24941
29	8.682		357.841		3.8935
29	16.575		385.199		4.35438
29	24.467		389.558		4.26542
29	32.36		395.8		4.27804
29	40.94		378.001		4.56056
29	42.19		380.734		4.7616
29	43.424		365.856		4.63811
29	47.106		342.05		5.34867
29	50.084		317.551		5.46046
29	53.062		316.484		6.55274
29	56.04		288.777		7.19496
29	59.018		257.827		8.5093
30	8.682		370.239		4.22845
30	16.575		392.334		4.39487
30	24.467		401.972		4.34026
30	32.36		394.99		4.12261
30	40.94		384.985		4.6293
30	42.19		377.195		4.55144
30	43.424		367.593		4.66638
30	47.106		336.004		5.1235
30	50.084		313.803		5.18046
30	53.062		302.083		6.00381
30	56.04		280.899		6.64929
30	59.018		264.523		7.92562
