# measured misalignment (mm) | number of hits
9.8888e-2     1.8049e+3
3.4858e-1     1.7371e+3
5.9827e-1     1.7193e+3
8.5043e-1     1.5714e+3
1.1001e+0     1.5361e+3
1.3498e+0     1.4833e+3
1.5995e+0     1.4130e+3
1.8492e+0     1.4052e+3
2.1014e+0     1.3649e+3
2.3486e+0     1.3221e+3
